sim change,"Sim change කිරීම සඳහා original customer තමන්ගේ branch එකට සුමට පැමිණිය යුතු, එන විට valid සහ expired නොවූ NIC හෝ Driving License හෝ Passport එකක් අත්පොත් ලෙස ලබා දීමට සිදුවේ. සේවාව සම්පූර්ණ වීමට සාමාන්‍යයෙන් පැය තුනහමාරක් ගත වන අතර, payment ලෙස Rs.100 ක් අය කරනු ලැබේ."
sim change,"Sim change එකක් සඳහා original customer තමන්ගේම branch එකට පොළා පහසුවෙන් පැමිණිය යුතු, එන්න valid හා expired නොවූ NIC, Driving License හෝ Passport වැනි ID document එකක් සමගයි. Process එක අවසන් විදිහට සම්පූර්ණ වෙන්න සාමාන්‍යයෙන් පැය තුනහමාරක් පමණ ගන්නා අතර, මෙම සේවාව සඳහා Rs.100 ක ගෙවීම්ක් අය වේ."
sim change,"Sim change කරන්න original customer තමන්ගේ branch එකට පැමිණිය යුතු අතර, clear සහ valid NIC හෝ Driving License එකක් පෙන්වීම අනිවාර්ය වේ—blur, damaged හෝ expired ID documents කිසිවිටෙකත් නොවේ. මෙම දෙකම නොමැතිනම්, clear සහ valid Passport එක alternative proof එකක් ලෙස භාවිතා කළ හැක. Priority customer නොවන පුද්ගලයන්ට Rs.100 සේවා ගාස්තුවක් අය වන අතර, SIM එක customerගේම නමට register වී තිබීම අත්‍යවශ්‍යය. Request එක submit කළ පසු SIM activation සම්පූර්ණ වීමට සාමාන්‍යයෙන් පැය 3ක් පමණ කාලයක් ගත වේ."
sim change,"Sim change කිරීම සඳහා original customer තමන්ගේ branch එකට පැමිණිය යුතු අතර, valid සහ clear NIC හෝ Driving License එකක් ඉදිරිපත් කිරීම අනිවාර්යයි—blur, damaged හෝ expired ID කිසිවිටෙකත් පිළිගන්නේ නැහැ. මෙම දෙකම නොමැති නම්, valid සහ clear Passport එක alternative proof එකක් ලෙස භාවිතා කළ හැක. Priority customer නොවන පුද්ගලයන්ට Rs.100 සේවා ගාස්තුවක් අය වන අතර, SIM card එක customerගේම නමට register වී තිබීම අත්‍යවශ්‍යය. Request submit කිරීමෙන් පසු SIM activation සම්පූර්ණ වීමට සාමාන්‍යයෙන් පැය 3ක් පමණ කාලයක් ගත වේ."
sim change,"Sim change කිරීම සඳහා original customer තමන්ගේ branch එකට පැමිණිය යුතු අතර, valid සහ clear NIC හෝ Driving License එකක් පෙන්වීම අනිවාර්යය—blur, damaged හෝ expired ID කිසිවිටෙකත් පිළිගන්නා නොවේ. මෙම දෙකම නොමැති අවස්ථාවක, valid සහ clear Passport එක alternative proof එකක් ලෙස භාවිතා කළ හැක. Priority customer නොවන පුද්ගලයන්ට Rs.100 සේවා ගාස්තුවක් අය වන අතර, SIM card එක customerගේම නමට register වී තිබීම අත්‍යවශ්‍යය. Request submit කිරීමෙන් පසු SIM activation සම්පූර්ණ වීමට සාමාන්‍යයෙන් පැය 3ක් පමණ කාලයක් ගත වේ."
sim change,"Sim change කිරීමට original customer තමන්ගේ identification document—NIC, Driving License හෝ Passport—ගෙන branch එකට පැමිණිය යුතුය. මෙම සේවාව සඳහා Rs.100 ක් service charge එකක් අය වේ. Request එක process වීමෙන් පසු SIM activation සම්පූර්ණ වීමට සාමාන්‍යයෙන් පැය 3ක් පමණ කාලයක් ගත වන අතර, activation අවසන් වූ පසු ඔබට SIM card එක phone එකට insert කර භාවිතා කළ හැක."
sim change,"Sim change කිරීම සඳහා original customer valid ID proof NIC, Driving License හෝ Passport සමඟ branch එකට පැමිණිය යුතුය. මෙම සේවාව සඳහා Rs.100 ක් fee එකක් අය වේ. Request process වූ පසු, SIM activation සම්පූර්ණ වීමට සාමාන්‍යයෙන් පැය 3ක් පමණ කාලයක් ගත වන අතර, activation අවසන් වූ විට ඔබට SIM card එක phone එකට insert කර භාවිතා කළ හැක."
sim change,"Sim change සඳහා original customer තමන්ගේ branch එකට පැමිණිය යුතු අතර, valid සහ expired නොවූ NIC, Driving License හෝ Passport වැනි ID document එකක් සමඟ ගෙන ඒම අත්‍යවශ්‍යය. Process එක සම්පූර්ණ වීමට සාමාන්‍යයෙන් පැය 3ක් පමණ ගත වන අතර, මෙම සේවාව සඳහා Rs.100 ක ගාස්තුවක් අය වේ."
sim change,"Sim change සඳහා original customer තමන්ගේ branch එකට පැමිණිය යුතු අතර, valid සහ expired නොවූ NIC, Driving License හෝ Passport වැනි ID document එකක් සමඟ ගෙන ඒම අත්‍යවශ්‍යය. Process එක සම්පූර්ණ වීමට සාමාන්‍යයෙන් පැය 3ක් පමණ ගත වන අතර, මෙම සේවාව සඳහා Rs.100 ක ගාස්තුවක් අය වේ."
sim change,"Sim change සඳහා original customer තමන්ගේ branch එකට පැමිණිය යුතු අතර, valid සහ expired නොවූ NIC, Driving License හෝ Passport වැනි ID document එකක් සමඟ ගෙන එම අත්‍යවශ්‍ය වේ. Process එක සම්පූර්ණ වීමට සාමාන්‍යයෙන් පැය 3ක් පමණ කාලයක් ගත වන අතර, මෙම සේවාව සඳහා Rs.100 ක service charge එකක් අය වේ."
sim change,Sim change එකක් කරගනිද්දි original customer brunch එකට visit කරන්න ඔනේ. අනිවර්යෙන්ම original customer NIC හො Driving license එක අරගෙන brunch එකට යන්න ඕනේ. අපි හිතමු NIC එක කියලා unclear හරි dammage අපිට NIC එක verified කරන්න බෑ .ඒ විතරක් නෙමෙයි NIC එක නැත්නම් අපි Driving license  එක ගෙනියන්ව කියමුකො එකගෙනිච්චත්  same එත් එක clear තියෙන්න ඔනේ. එක expired වෙලා තියෙන්න බෑ incase expire වෙලානම් අපි එක accept  කරන්නෙත් නැ. ඔය දෙකම ලග නැත්නම් අපිට එයාට option එකක් දෙන්න පුලුවන් ඒ තමය් Passport එක. ඒත් එකත් expired වෙලා තියෙන්න බෑ. තව perority customer කෙනෙක් නෙමෙයි නම් රුපියල් 100ක් change වෙනවා ඒ වගේම තමන්ගි නමට SIM එක තියෙන්නත් ඔනේ සර් . Sim එක active වෙන්න පැය 3ක් වගේ යනවා.
sim change,"Original customer branch එකට visit කරන්න ඔනේ එයගේ NIC, Driving license or Passport  එකත් එක්ක ඒ වගේම රුපියක් 100 charge වෙනවා. පැය 3 වගේ කාලයක් යනවා. ඊට පස්සේ තමයි ඔබතුමාගෙ SIM  එක phone  එකට දාගන්න ඕනේ."
sim change,Sim change එක කරන්න original customer brunch එකට එන්න ඔනේ brunch එකට එනකොට NIC එක හරි Driving license එක හරි Passport එක හරි ගෙන්න ඔනේ ඒවා expire නොවිච්ච එකක් වෙන්න ඕනේ. වෙන්න පැය තුනහාමාරක් යනවා රුපියයල් 100 යනවා payment විදියට.
sim change,"Sim change එකක් කරන්න original customerගේම branch එකට visit වෙන්න ඕනේ, සහ ඔහුගේ clear සහ valid NIC හෝ Driving License එකක් අනිවාර්යයි—blur, damage, හෝ expired ID documents accept කරන්නේ නෑ. මේ දෙකම නැත්නම් clear හා valid Passport එක alternative එකක් ලෙස භාවිතා කළ හැක. Priority customer නොවන්නේ නම් Rs.100 charge එකක් लागෙයි, සහ SIM registration එකත් customerගේම නමට තිබිය යුතුයි. Request එක process වුනත් පස්සේ SIM එක active වෙන්න hours 3ක් වගේ time එකක් ගන්නවා."
sim change,"Sim change කිරීම සඳහා original customer  branch එකට පැමිණිය යුතු අතර, verify කළ හැකි clear හා valid NIC හෝ Driving License එකක් අනිවාර්යයි—blur, damage, හෝ expired ID කිසිවක් ලබා ගන්නේ නැහැ. මෙම දෙකම නොමැති නම්, clear සහ valid Passport එකක් alternative proof එකක් ලෙස භාවිතා කළ හැක. Priority customer නොවන පුද්ගලයන්ට Rs.100 fee එකක් අය වන අතර SIM එක customerගේම නම මත register වී තිබීමත් අත්‍යවශ්‍යයි. Request එක submit කළ පසු SIM activation අවසන් වෙන්න සාමාන්‍යයෙන් පැය 3ක් පමණ ගත වේ."
sim change,"Sim change process එකට original customer  ඔවුන්ගේ branch එකට සෙල්වීම් පාරිභෝගික සේවා සඳහා පැමිණිය යුතු, clear හා valid NIC හෝ Driving License පෙන්වීම අනිවාර්ය blur, නරක තත්ත්වයට පත්, හෝ expired ID documents කිසිවිටේම හරින්නේ නැහැ. මෙම ලබාදිය යුතු  document දෙකම නොමැති අවස්ථාවෙදි clear සහ valid Passport එක proof ලෙස භාවිතා කළ හැක. Priority category එකට අයත් නොවන පුද්ගලයන්ට Rs.100 service charge එකක් අදාළ වන අතර SIM registration එක customerගේම නමට一තිබිය යුතුය. Request එක process වූ පසු, SIM එක active වීමට සමාන්‍යයෙන් පැය 3ක් අවශ්‍ය වේ."
sim change,"Sim change කිරීම සඳහා original customer තමන්ගේ ID document එක NIC, Driving License හෝ Passport සමඟ branch එකට පැමිණිය යුතුයි. මෙම සේවාවට Rs.100 යක් අය වේ. Request එක process වුනාට පස්සේ SIM එක active වෙන්න පැය 3ක් වගේ කාලයක් ගත වන අතර, activation අවසන් වූහම ඔබගේ SIM card එක phone එකට insert කරගත හැක."
sim change,"Sim change කරන්න original customer තමන්ගේ identification document—NIC, Driving License හෝ Passport—සමඟ branch කාර්යාලයට එන්න ඕනේ. මේ service එක සඳහා Rs.100 fee එකක් අය වනවා. Request එක complete උනාට පස්සේ SIM activation වෙන්න සම්භාව්‍ය ලෙස පැය 3ක් , activation අගම්භාවීවීම් පසු ඔබට SIM card එක phone එකට භාවිතා කළ හැක."
sim change,"Sim change කිරීම සඳහා original customer තමන්ගේ valid ID proof—NIC, Driving License හෝ Passport—ගෙන branch එකට පැමිණීම අවශ්‍ය වේ. මෙම සේවාව සඳහා Rs.100 යක් බලපැවැත්වේ. Request එක finalize වූ පසුව SIM activation සම්පූර්ණ වෙන්න සාමාන්‍යයෙන් පැය 3 ක් පමණ ගත වන අතර, activation සිදු වූ විට ඔබට SIM card එක phone එකට insert කර භාවිතා කළ හැක."
sim change,"Sim change කිරීම සඳහා original customer තමන්ගේ branch එකට සුමට පැමිණිය යුතු, එන විට valid සහ expired නොවූ NIC හෝ Driving License හෝ Passport එකක් අත්පොත් ලෙස ලබා දීමට සිදුවේ. සේවාව සම්පූර්ණ වීමට සාමාන්‍යයෙන් පැය තුනහමාරක් ගත වන අතර, payment ලෙස Rs.100 ක් අය කරනු ලැබේ."
sim change,"Sim change එකක් සඳහා original customer තමන්ගේම branch එකට පොළා පහසුවෙන් පැමිණිය යුතු, එන්න valid හා expired නොවූ NIC, Driving License හෝ Passport වැනි ID document එකක් සමගයි. Process එක අවසන් විදිහට සම්පූර්ණ වෙන්න සාමාන්‍යයෙන් පැය තුනහමාරක් පමණ ගන්නා අතර, මෙම සේවාව සඳහා Rs.100 ක ගෙවීම්ක් අය වේ."
sim change,"Sim change කරන්න original customer තමන්ගේ branch එකට පැමිණිය යුතු අතර, clear සහ valid NIC හෝ Driving License එකක් පෙන්වීම අනිවාර්ය වේ—blur, damaged හෝ expired ID documents කිසිවිටෙකත් නොවේ. මෙම දෙකම නොමැතිනම්, clear සහ valid Passport එක alternative proof එකක් ලෙස භාවිතා කළ හැක. Priority customer නොවන පුද්ගලයන්ට Rs.100 සේවා ගාස්තුවක් අය වන අතර, SIM එක customerගේම නමට register වී තිබීම අත්‍යවශ්‍යය. Request එක submit කළ පසු SIM activation සම්පූර්ණ වීමට සාමාන්‍යයෙන් පැය 3ක් පමණ කාලයක් ගත වේ."
sim change,"Sim change කිරීම සඳහා original customer තමන්ගේ branch එකට පැමිණිය යුතු අතර, valid සහ clear NIC හෝ Driving License එකක් ඉදිරිපත් කිරීම අනිවාර්යයි—blur, damaged හෝ expired ID කිසිවිටෙකත් පිළිගන්නේ නැහැ. මෙම දෙකම නොමැති නම්, valid සහ clear Passport එක alternative proof එකක් ලෙස භාවිතා කළ හැක. Priority customer නොවන පුද්ගලයන්ට Rs.100 සේවා ගාස්තුවක් අය වන අතර, SIM card එක customerගේම නමට register වී තිබීම අත්‍යවශ්‍යය. Request submit කිරීමෙන් පසු SIM activation සම්පූර්ණ වීමට සාමාන්‍යයෙන් පැය 3ක් පමණ කාලයක් ගත වේ."
sim change,"Sim change කිරීම සඳහා original customer තමන්ගේ branch එකට පැමිණිය යුතු අතර, valid සහ clear NIC හෝ Driving License එකක් පෙන්වීම අනිවාර්යය—blur, damaged හෝ expired ID කිසිවිටෙකත් පිළිගන්නා නොවේ. මෙම දෙකම නොමැති අවස්ථාවක, valid සහ clear Passport එක alternative proof එකක් ලෙස භාවිතා කළ හැක. Priority customer නොවන පුද්ගලයන්ට Rs.100 සේවා ගාස්තුවක් අය වන අතර, SIM card එක customerගේම නමට register වී තිබීම අත්‍යවශ්‍යය. Request submit කිරීමෙන් පසු SIM activation සම්පූර්ණ වීමට සාමාන්‍යයෙන් පැය 3ක් පමණ කාලයක් ගත වේ."
sim change,"Sim change කිරීමට original customer තමන්ගේ identification document—NIC, Driving License හෝ Passport—ගෙන branch එකට පැමිණිය යුතුය. මෙම සේවාව සඳහා Rs.100 ක් service charge එකක් අය වේ. Request එක process වීමෙන් පසු SIM activation සම්පූර්ණ වීමට සාමාන්‍යයෙන් පැය 3ක් පමණ කාලයක් ගත වන අතර, activation අවසන් වූ පසු ඔබට SIM card එක phone එකට insert කර භාවිතා කළ හැක."
sim change,"Sim change කිරීම සඳහා original customer valid ID proof NIC, Driving License හෝ Passport සමඟ branch එකට පැමිණිය යුතුය. මෙම සේවාව සඳහා Rs.100 ක් fee එකක් අය වේ. Request process වූ පසු, SIM activation සම්පූර්ණ වීමට සාමාන්‍යයෙන් පැය 3ක් පමණ කාලයක් ගත වන අතර, activation අවසන් වූ විට ඔබට SIM card එක phone එකට insert කර භාවිතා කළ හැක."
sim change,"Sim change සඳහා original customer තමන්ගේ branch එකට පැමිණිය යුතු අතර, valid සහ expired නොවූ NIC, Driving License හෝ Passport වැනි ID document එකක් සමඟ ගෙන ඒම අත්‍යවශ්‍යය. Process එක සම්පූර්ණ වීමට සාමාන්‍යයෙන් පැය 3ක් පමණ ගත වන අතර, මෙම සේවාව සඳහා Rs.100 ක ගාස්තුවක් අය වේ."
sim change,"Sim change සඳහා original customer තමන්ගේ branch එකට පැමිණිය යුතු අතර, valid සහ expired නොවූ NIC, Driving License හෝ Passport වැනි ID document එකක් සමඟ ගෙන ඒම අත්‍යවශ්‍යය. Process එක සම්පූර්ණ වීමට සාමාන්‍යයෙන් පැය 3ක් පමණ ගත වන අතර, මෙම සේවාව සඳහා Rs.100 ක ගාස්තුවක් අය වේ."
sim change,"Sim change සඳහා original customer තමන්ගේ branch එකට පැමිණිය යුතු අතර, valid සහ expired නොවූ NIC, Driving License හෝ Passport වැනි ID document එකක් සමඟ ගෙන එම අත්‍යවශ්‍ය වේ. Process එක සම්පූර්ණ වීමට සාමාන්‍යයෙන් පැය 3ක් පමණ කාලයක් ගත වන අතර, මෙම සේවාව සඳහා Rs.100 ක service charge එකක් අය වේ."
sim change,Sim change එකක් කරගනිද්දි original customer brunch එකට visit කරන්න ඔනේ. අනිවර්යෙන්ම original customer NIC හො Driving license එක අරගෙන brunch එකට යන්න ඕනේ. අපි හිතමු NIC එක කියලා unclear හරි dammage අපිට NIC එක verified කරන්න බෑ .ඒ විතරක් නෙමෙයි NIC එක නැත්නම් අපි Driving license  එක ගෙනියන්ව කියමුකො එකගෙනිච්චත්  same එත් එක clear තියෙන්න ඔනේ. එක expired වෙලා තියෙන්න බෑ incase expire වෙලානම් අපි එක accept  කරන්නෙත් නැ. ඔය දෙකම ලග නැත්නම් අපිට එයාට option එකක් දෙන්න පුලුවන් ඒ තමය් Passport එක. ඒත් එකත් expired වෙලා තියෙන්න බෑ. තව perority customer කෙනෙක් නෙමෙයි නම් රුපියල් 100ක් change වෙනවා ඒ වගේම තමන්ගි නමට SIM එක තියෙන්නත් ඔනේ සර් . Sim එක active වෙන්න පැය 3ක් වගේ යනවා.
sim change,"Original customer branch එකට visit කරන්න ඔනේ එයගේ NIC, Driving license or Passport  එකත් එක්ක ඒ වගේම රුපියක් 100 charge වෙනවා. පැය 3 වගේ කාලයක් යනවා. ඊට පස්සේ තමයි ඔබතුමාගෙ SIM  එක phone  එකට දාගන්න ඕනේ."
sim change,Sim change එක කරන්න original customer brunch එකට එන්න ඔනේ brunch එකට එනකොට NIC එක හරි Driving license එක හරි Passport එක හරි ගෙන්න ඔනේ ඒවා expire නොවිච්ච එකක් වෙන්න ඕනේ. වෙන්න පැය තුනහාමාරක් යනවා රුපියයල් 100 යනවා payment විදියට.
sim change,"Sim change එකක් කරන්න original customerගේම branch එකට visit වෙන්න ඕනේ, සහ ඔහුගේ clear සහ valid NIC හෝ Driving License එකක් අනිවාර්යයි—blur, damage, හෝ expired ID documents accept කරන්නේ නෑ. මේ දෙකම නැත්නම් clear හා valid Passport එක alternative එකක් ලෙස භාවිතා කළ හැක. Priority customer නොවන්නේ නම් Rs.100 charge එකක් लागෙයි, සහ SIM registration එකත් customerගේම නමට තිබිය යුතුයි. Request එක process වුනත් පස්සේ SIM එක active වෙන්න hours 3ක් වගේ time එකක් ගන්නවා."
sim change,"Sim change කිරීම සඳහා original customer  branch එකට පැමිණිය යුතු අතර, verify කළ හැකි clear හා valid NIC හෝ Driving License එකක් අනිවාර්යයි—blur, damage, හෝ expired ID කිසිවක් ලබා ගන්නේ නැහැ. මෙම දෙකම නොමැති නම්, clear සහ valid Passport එකක් alternative proof එකක් ලෙස භාවිතා කළ හැක. Priority customer නොවන පුද්ගලයන්ට Rs.100 fee එකක් අය වන අතර SIM එක customerගේම නම මත register වී තිබීමත් අත්‍යවශ්‍යයි. Request එක submit කළ පසු SIM activation අවසන් වෙන්න සාමාන්‍යයෙන් පැය 3ක් පමණ ගත වේ."
sim change,"Sim change process එකට original customer  ඔවුන්ගේ branch එකට සෙල්වීම් පාරිභෝගික සේවා සඳහා පැමිණිය යුතු, clear හා valid NIC හෝ Driving License පෙන්වීම අනිවාර්ය blur, නරක තත්ත්වයට පත්, හෝ expired ID documents කිසිවිටේම හරින්නේ නැහැ. මෙම ලබාදිය යුතු  document දෙකම නොමැති අවස්ථාවෙදි clear සහ valid Passport එක proof ලෙස භාවිතා කළ හැක. Priority category එකට අයත් නොවන පුද්ගලයන්ට Rs.100 service charge එකක් අදාළ වන අතර SIM registration එක customerගේම නමට一තිබිය යුතුය. Request එක process වූ පසු, SIM එක active වීමට සමාන්‍යයෙන් පැය 3ක් අවශ්‍ය වේ."
sim change,"Sim change කිරීම සඳහා original customer තමන්ගේ ID document එක NIC, Driving License හෝ Passport සමඟ branch එකට පැමිණිය යුතුයි. මෙම සේවාවට Rs.100 යක් අය වේ. Request එක process වුනාට පස්සේ SIM එක active වෙන්න පැය 3ක් වගේ කාලයක් ගත වන අතර, activation අවසන් වූහම ඔබගේ SIM card එක phone එකට insert කරගත හැක."
sim change,"Sim change කරන්න original customer තමන්ගේ identification document—NIC, Driving License හෝ Passport—සමඟ branch කාර්යාලයට එන්න ඕනේ. මේ service එක සඳහා Rs.100 fee එකක් අය වනවා. Request එක complete උනාට පස්සේ SIM activation වෙන්න සම්භාව්‍ය ලෙස පැය 3ක් , activation අගම්භාවීවීම් පසු ඔබට SIM card එක phone එකට භාවිතා කළ හැක."
sim change,"Sim change කිරීම සඳහා original customer තමන්ගේ valid ID proof—NIC, Driving License හෝ Passport—ගෙන branch එකට පැමිණීම අවශ්‍ය වේ. මෙම සේවාව සඳහා Rs.100 යක් බලපැවැත්වේ. Request එක finalize වූ පසුව SIM activation සම්පූර්ණ වෙන්න සාමාන්‍යයෙන් පැය 3 ක් පමණ ගත වන අතර, activation සිදු වූ විට ඔබට SIM card එක phone එකට insert කර භාවිතා කළ හැක."
sim change,"Sim change කිරීම සඳහා original customer තමන්ගේ branch එකට සුමට පැමිණිය යුතු, එන විට valid සහ expired නොවූ NIC හෝ Driving License හෝ Passport එකක් අත්පොත් ලෙස ලබා දීමට සිදුවේ. සේවාව සම්පූර්ණ වීමට සාමාන්‍යයෙන් පැය තුනහමාරක් ගත වන අතර, payment ලෙස Rs.100 ක් අය කරනු ලැබේ."
sim change,"Sim change එකක් සඳහා original customer තමන්ගේම branch එකට පොළා පහසුවෙන් පැමිණිය යුතු, එන්න valid හා expired නොවූ NIC, Driving License හෝ Passport වැනි ID document එකක් සමගයි. Process එක අවසන් විදිහට සම්පූර්ණ වෙන්න සාමාන්‍යයෙන් පැය තුනහමාරක් පමණ ගන්නා අතර, මෙම සේවාව සඳහා Rs.100 ක ගෙවීම්ක් අය වේ."
sim change,"Sim change කරන්න original customer තමන්ගේ branch එකට පැමිණිය යුතු අතර, clear සහ valid NIC හෝ Driving License එකක් පෙන්වීම අනිවාර්ය වේ—blur, damaged හෝ expired ID documents කිසිවිටෙකත් නොවේ. මෙම දෙකම නොමැතිනම්, clear සහ valid Passport එක alternative proof එකක් ලෙස භාවිතා කළ හැක. Priority customer නොවන පුද්ගලයන්ට Rs.100 සේවා ගාස්තුවක් අය වන අතර, SIM එක customerගේම නමට register වී තිබීම අත්‍යවශ්‍යය. Request එක submit කළ පසු SIM activation සම්පූර්ණ වීමට සාමාන්‍යයෙන් පැය 3ක් පමණ කාලයක් ගත වේ."
sim change,"Sim change කිරීම සඳහා original customer තමන්ගේ branch එකට පැමිණිය යුතු අතර, valid සහ clear NIC හෝ Driving License එකක් ඉදිරිපත් කිරීම අනිවාර්යයි—blur, damaged හෝ expired ID කිසිවිටෙකත් පිළිගන්නේ නැහැ. මෙම දෙකම නොමැති නම්, valid සහ clear Passport එක alternative proof එකක් ලෙස භාවිතා කළ හැක. Priority customer නොවන පුද්ගලයන්ට Rs.100 සේවා ගාස්තුවක් අය වන අතර, SIM card එක customerගේම නමට register වී තිබීම අත්‍යවශ්‍යය. Request submit කිරීමෙන් පසු SIM activation සම්පූර්ණ වීමට සාමාන්‍යයෙන් පැය 3ක් පමණ කාලයක් ගත වේ."
sim change,"Sim change කිරීම සඳහා original customer තමන්ගේ branch එකට පැමිණිය යුතු අතර, valid සහ clear NIC හෝ Driving License එකක් පෙන්වීම අනිවාර්යය—blur, damaged හෝ expired ID කිසිවිටෙකත් පිළිගන්නා නොවේ. මෙම දෙකම නොමැති අවස්ථාවක, valid සහ clear Passport එක alternative proof එකක් ලෙස භාවිතා කළ හැක. Priority customer නොවන පුද්ගලයන්ට Rs.100 සේවා ගාස්තුවක් අය වන අතර, SIM card එක customerගේම නමට register වී තිබීම අත්‍යවශ්‍යය. Request submit කිරීමෙන් පසු SIM activation සම්පූර්ණ වීමට සාමාන්‍යයෙන් පැය 3ක් පමණ කාලයක් ගත වේ."
sim change,"Sim change කිරීමට original customer තමන්ගේ identification document—NIC, Driving License හෝ Passport—ගෙන branch එකට පැමිණිය යුතුය. මෙම සේවාව සඳහා Rs.100 ක් service charge එකක් අය වේ. Request එක process වීමෙන් පසු SIM activation සම්පූර්ණ වීමට සාමාන්‍යයෙන් පැය 3ක් පමණ කාලයක් ගත වන අතර, activation අවසන් වූ පසු ඔබට SIM card එක phone එකට insert කර භාවිතා කළ හැක."
